77	25	8
81	25	8
88	17	4
92	25	5
96	25	3
99	25	2
109	8	3
111	25	8
118	17	8
127	31	1
137	29	2
140	25	2
144	25	8
146	17	3
149	25	7
198	25	11
200	31	7
205	31	1
213	31	4
215	31	12
216	16	2
217	31	4
221	17	8
227	31	13
229	31	6
231	31	11
242	31	5
246	31	11
252	31	8
263	31	16
265	31	11
269	31	15
276	31	9
279	31	4
283	31	16
285	31	13
301	31	18
302	31	13
321	3	18
323	20	11
337	1	12
342	25	6
354	31	11
358	13	16
382	31	14
383	20	18
402	21	7
404	21	10
412	12	7
414	16	10
416	21	14
438	5	8
450	5	19
456	17	7
466	5	11
488	5	11
505	17	9
506	25	16
508	5	4
515	3	14
532	25	3
537	3	8
542	20	12
570	29	14
571	25	12
619	7	10
636	5	11
640	5	10
650	17	10
661	5	6
685	5	6
691	5	9
698	25	12
708	5	0
728	5	18
730	5	10
741	25	5
753	25	14
769	25	9
783	5	1
787	5	12
818	23	15
843	17	10
844	17	4
851	19	15
862	16	0
867	24	7
885	12	13
913	26	10
953	11	15
962	20	17
966	30	12
981	25	14
999	20	17
1004	3	11
1016	33	10
1030	18	17
1081	21	4
1095	26	5
1096	12	8
1097	19	11
1098	26	4
1112	20	16
1124	33	4
1125	13	3
1126	25	12
1135	7	16
1142	5	9
1144	30	12
1149	9	7
1152	1	5
1166	9	16
1180	5	1
1187	25	6
1188	25	9
1190	25	7
1192	25	6
1195	25	5
1197	25	2
1199	25	5
1205	23	8
1217	9	8
1227	9	16
1228	19	19
1253	5	0
1275	20	12
1277	5	0
1291	5	4
1306	5	3
1321	5	2
1329	21	15
1351	3	15
1354	9	10
1357	1	4
1359	1	18
1360	12	5
1363	7	16
1368	1	15
1399	21	5
1403	29	10
1404	32	12
1406	31	1
1415	10	9
1417	10	0
1432	25	12
1433	25	4
1465	12	13
1473	25	10
1476	25	15
1477	25	8
1482	25	16
1489	25	12
1490	25	18
1506	8	1
1513	8	15
1519	21	7
1523	21	2
1533	25	11
1537	21	11
1542	5	13
1543	21	5
1552	25	11
1566	9	19
1581	20	8
1625	20	5
1648	20	15
1673	3	19
1697	5	16
1713	20	15
1737	32	3
1743	1	4
1744	7	15
1752	21	1
1763	25	7
1764	11	19
1771	26	6
1802	12	4
1810	11	17
1813	11	5
1814	8	2
1831	12	8
1886	25	0
2015	26	3
2025	26	0
2034	12	15
2041	26	10
2083	26	12
2090	12	9
2110	12	15
2111	12	2
2115	12	5
2121	25	4
2132	25	1
2155	16	10
2165	19	15
2239	3	7
2258	12	3
2371	12	14
2391	12	12
2401	12	8
2404	12	2
2419	12	15
2551	25	6
2601	26	10
2618	25	19
2645	26	7
2659	26	15
2666	26	6
2686	26	7
2699	25	16
2726	20	16
2748	31	19
2813	13	4
2816	21	9
2817	21	14
2820	18	19
2822	18	12
2824	20	11
2831	3	9
2856	3	9
2859	25	7
2867	8	12
2879	5	5
2880	9	5
2897	26	14
2910	10	3
2925	11	15
2959	26	8
2968	8	8
3005	11	2
3153	10	8
3163	9	10
3169	25	6
3170	29	8
3204	25	15
3206	19	13
3218	13	19
3230	17	1
3241	12	2
3249	25	12
3264	8	18
3296	19	6
3305	25	3
3321	31	9
3334	7	17
3341	12	9
3346	7	13
3348	17	4
3352	7	1
3371	3	2
3389	25	0
3394	5	10
3402	3	16
3426	26	0
3438	25	2
3456	5	15
3468	25	11
3471	25	4
3472	25	12
3474	29	6
3475	29	4
3478	29	9
3486	10	8
3510	10	15
3525	10	1
3545	10	13
3553	10	9
3563	10	9
3583	25	15
3627	25	11
3629	10	18
3669	26	11
3675	5	16
3679	19	2
3683	17	10
3703	5	9
3730	26	0
3745	20	2
3749	12	9
3755	3	12
3768	21	1
3790	29	16
3794	10	10
3797	13	13
3799	23	19
3802	21	10
3806	9	7
3808	5	3
3818	5	13
3826	5	5
3852	29	6
3869	29	12
3910	31	13
3928	17	5
3933	17	14
3953	10	12
3954	8	4
3960	10	19
3961	10	6
3963	10	2
3999	5	3
4005	9	4
4007	5	1
4009	20	11
4026	10	7
4047	3	8
4069	17	4
4111	8	5
4127	5	10
4138	7	1
4151	17	17
4177	3	6
4185	29	12
4190	29	1
4197	8	14
4199	29	6
4201	29	5
4203	29	8
4211	29	0
4217	29	10
4230	29	6
4237	29	4
4238	29	5
4244	29	13
4254	8	3
4264	29	12
4268	29	12
4279	21	9
4281	21	12
4292	21	7
4300	5	11
4349	21	5
4350	21	7
4361	8	13
4366	8	10
4378	7	10
4380	21	13
4381	9	1
4385	5	10
4387	5	3
4420	12	4
4423	21	14
4480	13	1
4510	20	1
4511	21	7
4520	21	9
4557	26	2
4564	9	14
4572	16	12
4575	25	0
4576	26	3
4578	25	4
4583	12	13
4585	12	18
4587	25	1
4595	25	11
4615	7	17
4620	5	5
4636	7	13
4646	21	15
4653	3	6
4676	25	5
4682	25	10
4684	31	2
4686	17	9
4688	25	1
4690	3	10
4694	25	7
4695	25	7
4706	25	11
4709	16	7
4721	17	8
4723	16	8
4737	21	8
4759	21	10
4806	21	1
4809	1	13
4810	3	9
4826	21	13
4828	15	5
4839	19	12
4848	3	12
4870	7	6
4910	25	4
4915	25	6
4971	24	4
5019	5	18
5027	17	14
5028	17	9
5039	5	14
5042	5	0
5049	20	17
5053	5	9
5055	5	4
5056	5	15
5065	10	4
5067	25	13
5081	5	5
5087	29	18
5091	7	8
5109	29	13
5112	7	11
5119	7	13
5120	17	7
5122	7	11
5128	25	9
5132	7	14
5138	7	12
5139	5	3
5140	7	10
5141	25	10
5143	7	8
5144	7	2
5145	7	17
5146	7	13
5147	25	1
5148	5	3
5172	21	9
5173	17	10
5181	21	8
5183	17	11
5216	17	17
5220	10	16
5231	22	14
5301	26	14
5310	21	5
5313	16	16
5323	9	15
5334	20	0
5350	20	4
5362	3	4
5363	9	15
5407	3	12
5443	5	17
5446	30	9
5568	19	8
5612	5	4
5638	7	12
5656	17	7
5692	26	18
5799	20	19
5812	20	18
5816	5	10
5821	5	13
5834	21	13
5839	8	13
5929	5	7
5934	10	6
5952	9	17
5982	12	15
5992	11	18
5995	3	10
6003	3	13
6015	29	8
6026	10	12
6029	21	9
6030	21	17
6032	21	10
6033	21	10
6038	3	4
6057	25	13
6065	25	19
6074	25	9
6077	25	19
6079	25	14
6082	25	6
6126	9	3
6151	17	2
6155	3	12
6211	21	8
6215	21	12
6216	21	18
6223	13	17
6250	1	2
6253	19	3
6256	8	3
6258	29	17
6260	12	9
6274	12	4
6287	25	11
6292	29	5
6313	25	5
6323	8	11
6336	8	17
6537	31	14
6626	21	0
6646	16	17
6649	7	5
6653	25	7
6654	20	14
6664	12	5
6681	1	5
6687	3	2
6748	3	5
6761	8	5
6823	21	12
6836	25	4
6845	5	13
6854	23	12
6898	17	16
6905	17	8
6935	25	14
6939	8	3
6968	20	16
6973	21	6
6974	21	0
6982	29	5
7005	10	5
7006	7	4
7010	10	14
7019	20	7
7041	3	5
7124	25	9
7158	20	4
7211	20	6
7218	13	17
7221	7	4
7233	21	17
7243	3	18
7246	21	0
7250	25	3
7254	13	3
7256	25	13
7261	8	5
7263	19	17
7269	21	11
7275	25	9
7297	25	12
7320	25	6
7351	25	8
7359	24	14
7367	5	11
7371	5	13
7375	5	4
7379	5	1
7383	5	2
7397	7	15
7467	21	11
7468	21	4
7474	7	0
7478	7	4
7480	17	2
7498	12	13
7517	32	17
7534	32	8
7536	10	13
7537	5	7
7541	26	7
7542	3	6
7557	3	6
7568	29	13
7576	21	12
7591	25	13
7608	3	0
7609	3	4
7614	21	8
7618	3	12
7622	3	2
7624	3	11
7634	3	0
7638	3	3
7642	3	6
7656	3	0
7664	25	4
7665	25	6
7674	5	2
7676	25	9
7679	5	7
7682	5	8
7697	5	0
7711	5	8
7717	25	10
7721	3	1
7729	21	6
7732	7	16
7792	25	7
7817	3	2
7822	25	11
7824	25	10
7838	5	16
7844	1	4
7845	21	11
7862	12	7
7863	8	5
7891	7	7
7893	7	2
7895	7	8
7897	7	12
7901	7	3
7903	7	0
7905	17	2
7911	7	16
7917	7	11
7923	7	17
7927	25	12
7929	7	16
7939	3	6
7953	5	15
7955	5	12
7957	5	2
7965	5	6
7971	5	11
7975	5	9
7977	5	7
8034	12	13
8055	19	17
8087	17	8
8089	20	13
8100	8	6
8114	25	14
8136	25	7
8138	25	6
8149	12	13
8161	12	3
8168	12	17
8179	12	16
8191	33	6
8206	26	9
8209	12	12
8212	12	4
8229	25	10
8248	12	12
8251	31	13
8273	8	7
8275	8	7
8285	19	11
8294	12	2
8295	31	0
8313	31	14
8372	21	8
8377	24	14
8381	19	10
8398	16	8
8415	19	13
8429	1	13
8434	29	9
8449	21	14
8483	3	19
8494	3	3
8496	29	8
8497	25	10
8502	8	6
8503	8	8
8513	8	0
8517	8	1
8523	21	9
8539	5	13
8540	3	4
8637	21	11
8709	8	14
8711	8	1
8715	8	18
8719	13	9
8787	3	15
8811	7	10
8826	5	4
8831	21	7
8832	21	1
8835	21	9
8838	25	8
8840	25	11
8841	25	5
8842	23	13
8843	23	11
8846	25	8
8847	25	8
8848	23	7
8849	23	4
8852	25	12
8873	20	19
8874	20	17
8877	24	15
8887	20	5
8888	5	6
8894	7	18
8922	9	10
8947	20	10
8975	21	12
9010	5	3
9032	5	10
9033	24	1
9058	1	3
9068	21	13
9069	3	0
9078	21	18
9080	3	5
9081	21	17
9092	21	8
9095	21	12
9097	21	15
9098	21	19
9108	21	16
9110	21	5
9111	21	16
9112	21	0
9133	21	10
9169	5	15
9173	31	16
9203	20	15
9213	3	13
9219	3	1
9229	3	13
9243	3	8
9247	5	17
9263	3	14
9289	30	19
9294	21	16
9302	3	10
9333	33	4
9335	3	0
9338	5	10
9341	29	11
9345	5	5
9350	25	10
9351	9	17
9355	25	14
9363	5	4
9364	5	11
9368	5	9
9373	25	4
9377	25	8
9379	5	11
9386	25	11
9387	25	12
9388	5	6
9394	5	1
9395	25	2
9401	25	12
9409	21	5
9415	9	7
9416	9	17
9418	9	16
9420	9	18
9422	9	16
9431	25	8
9433	5	9
9434	5	7
9438	5	8
9440	5	13
9444	25	6
9446	5	6
9458	25	6
9462	9	14
9466	9	7
9468	5	10
9469	5	16
9472	5	14
9474	25	15
9475	5	11
9481	25	8
9486	5	14
9520	9	18
9521	5	4
